"Trt","idGenotype","idWatering","idPot","Time","Exact_Time_min","SWC","E_mmol_per_m2_s","E_clean","E_estimate","E_corr","meanVPD","E_mmol_per_m2_s_kPa","E_clean_per_kPa","E_estimate_per_kPa","E_corr_per_kPa"
"bam1 - WW","bam1","WW",109,3.66666666666667,5280,0.672131733672334,0.603724012014026,0.603724012014026,NA,0.603724012014026,0.899324324324324,0.671308443111013,0.671308443111013,NA,0.671308443111013
"bam1 - WW","bam1","WW",109,3.6875,5310,0.670249351130886,0.604339912539993,0.604339912539993,NA,0.604339912539993,0.9019,0.67007419064197,0.67007419064197,NA,0.67007419064197
"bam1 - WW","bam1","WW",109,3.70833333333334,5340,0.6684510567297,0.609110091268799,0.609110091268799,NA,0.609110091268799,0.901472222222222,0.675683705225303,0.675683705225303,NA,0.675683705225303
"bam1 - WW","bam1","WW",109,3.72916666666667,5370,0.666689840563589,0.612262141685659,0.612262141685659,NA,0.612262141685659,0.9019,0.678858123611995,0.678858123611995,NA,0.678858123611995
"bam1 - WW","bam1","WW",109,3.75,5400,0.664891546162403,0.615418455366292,0.615418455366292,NA,0.615418455366292,0.901361111111111,0.682765705975115,0.682765705975115,NA,0.682765705975115
"bam1 - WW","bam1","WW",109,3.77083333333334,5430,0.663118743047831,0.618533550599578,0.618533550599578,NA,0.618533550599578,0.902133333333333,0.685634293452089,0.685634293452089,NA,0.685634293452089
"bam1 - WW","bam1","WW",109,3.79166666666667,5460,0.663118743047831,0.618533550599578,0.618533550599578,NA,0.618533550599578,0.902133333333333,0.685634293452089,0.685634293452089,NA,0.685634293452089
"bam1 - WW","bam1","WW",109,3.8125,5490,0.661323692992213,0.621638066226206,0.621638066226206,NA,0.621638066226206,0.9015,0.68955969631304,0.68955969631304,NA,0.68955969631304
"bam1 - WW","bam1","WW",109,3.83333333333334,5520,0.65885474601409,0.633386616956151,0.633386616956151,NA,0.633386616956151,0.902861111111111,0.701532726530518,0.701532726530518,NA,0.701532726530518
"bam1 - WW","bam1","WW",109,3.85416666666667,5550,0.653535674559034,0.642567807525743,0.642567807525743,NA,0.642567807525743,0.904181818181818,0.710662163963722,0.710662163963722,NA,0.710662163963722
"bam1 - WW","bam1","WW",109,3.875,5580,0.652367213570634,0.637623181501038,0.637623181501038,NA,0.637623181501038,0.905257142857143,0.704355868972868,0.704355868972868,NA,0.704355868972868
"bam1 - WW","bam1","WW",109,3.89583333333334,5610,0.650581995868425,0.640296835441999,0.640296835441999,NA,0.640296835441999,0.906206896551724,0.706568045198553,0.706568045198553,NA,0.706568045198553
"bam1 - WW","bam1","WW",109,3.91666666666667,5640,0.64876483129403,0.640016680314714,0.640016680314714,NA,0.640016680314714,0.908,0.704864185368627,0.704864185368627,NA,0.704864185368627
"bam1 - WW","bam1","WW",109,3.9375,5670,0.64698553948832,0.640800405378036,0.640800405378036,NA,0.640800405378036,0.911294117647059,0.703176277525601,0.703176277525601,NA,0.703176277525601
"bam1 - WW","bam1","WW",109,3.95833333333334,5700,0.64698553948832,0.640800405378036,0.640800405378036,NA,0.640800405378036,0.911294117647059,0.703176277525601,0.703176277525601,NA,0.703176277525601
"bam1 - WW","bam1","WW",109,3.97916666666667,5730,0.645206479421579,0.541377102359654,0.541377102359654,NA,0.541377102359654,0.925,0.585272543091518,0.585272543091518,NA,0.585272543091518
"bam1 - WW","bam1","WW",109,4,5760,0.645206479421579,0.541377102359654,0.541377102359654,0.586206268903963,0.541377102359654,0.925,0.585272543091518,0.585272543091518,0.633736506923203,0.585272543091518
"bam1 - WW","bam1","WW",109,4.02083333333334,5790,0.639330737856878,0.875933236278921,0.875933236278921,0.90669015000204,0.875933236278921,0.923111111111111,0.948892528467776,0.948892528467776,0.982211284306495,0.948892528467776
"bam1 - WW","bam1","WW",109,4.04166666666667,5820,0.638372000635627,0.875491547237097,0.875491547237097,NA,0.875491547237097,0.925083333333333,0.946392087815977,0.946392087815977,NA,0.946392087815977
"bam1 - WW","bam1","WW",109,4.0625,5850,0.635972067729576,0.955684157550551,0.955684157550551,NA,0.955684157550551,0.925833333333333,1.03224211436603,1.03224211436603,NA,1.03224211436603
"bam1 - WW","bam1","WW",109,4.08333333333334,5880,0.633568864394782,0.938289421784177,0.938289421784177,NA,0.938289421784177,0.927333333333333,1.0118146173086,1.0118146173086,NA,1.0118146173086
"bam1 - WW","bam1","WW",109,4.10416666666667,5910,0.631151065286215,0.921772515740479,0.921772515740479,NA,0.921772515740479,0.927466666666667,0.993860533072685,0.993860533072685,NA,0.993860533072685
"bam1 - WW","bam1","WW",109,4.125,5940,0.628741193919169,0.904836520486827,0.904836520486827,NA,0.904836520486827,0.927722222222222,0.975331299404928,0.975331299404928,NA,0.975331299404928
